OrderID,CustomerID,OrderDate,Year,Qtr,UnitPrice,Quantity,Discount,TotPurchase
10393,SAVEA,12/25/1996 0:00,1996,4,10,32,0,320
10394,HUNGC,12/25/1996 0:00,1996,4,4.8,10,0,48
10394,HUNGC,12/25/1996 0:00,1996,4,39.4,10,0,394
10395,HILAA,12/26/1996 0:00,1996,4,9.6,28,0.1,241.92
10395,HILAA,12/26/1996 0:00,1996,4,26.2,70,0.1,1650.6
10395,HILAA,12/26/1996 0:00,1996,4,28.8,8,0,230.4
10396,FRANK,12/27/1996 0:00,1996,4,7.2,40,0,288
10396,FRANK,12/27/1996 0:00,1996,4,17.2,60,0,1032
10396,FRANK,12/27/1996 0:00,1996,4,27.8,21,0,583.8
10397,PRINI,12/27/1996 0:00,1996,4,8,10,0.15,68
10397,PRINI,12/27/1996 0:00,1996,4,42.4,18,0.15,648.72
10398,SAVEA,12/30/1996 0:00,1996,4,14.4,30,0,432
10398,SAVEA,12/30/1996 0:00,1996,4,19.2,120,0.1,2073.6
10399,VAFFE,12/31/1996 0:00,1996,4,10,60,0,600
10399,VAFFE,12/31/1996 0:00,1996,4,17.2,30,0,516
10399,VAFFE,12/31/1996 0:00,1996,4,14.4,35,0,504
10399,VAFFE,12/31/1996 0:00,1996,4,10.4,14,0,145.6
10400,EASTC,1/1/1997 0:00,1997,1,99,21,0,2079
10400,EASTC,1/1/1997 0:00,1997,1,14.4,35,0,504
10400,EASTC,1/1/1997 0:00,1997,1,16,30,0,480
10401,RATTC,1/1/1997 0:00,1997,1,20.7,18,0,372.6
10401,RATTC,1/1/1997 0:00,1997,1,30.4,70,0,2128
10401,RATTC,1/1/1997 0:00,1997,1,16.8,20,0,336
10401,RATTC,1/1/1997 0:00,1997,1,17.2,60,0,1032
10402,ERNSH,1/2/1997 0:00,1997,1,7.2,60,0,432
10402,ERNSH,1/2/1997 0:00,1997,1,35.1,65,0,2281.5
10403,ERNSH,1/3/1997 0:00,1997,1,13.9,21,0.15,248.11
10403,ERNSH,1/3/1997 0:00,1997,1,10.2,70,0.15,606.9
10404,MAGAA,1/3/1997 0:00,1997,1,24.9,30,0.05,709.65
10404,MAGAA,1/3/1997 0:00,1997,1,11.2,40,0.05,425.6
10404,MAGAA,1/3/1997 0:00,1997,1,16,30,0.05,456
10405,LINOD,1/6/1997 0:00,1997,1,8,50,0,400
10406,QUEEN,1/7/1997 0:00,1997,1,14.4,10,0,144
10406,QUEEN,1/7/1997 0:00,1997,1,8,30,0.1,216
10406,QUEEN,1/7/1997 0:00,1997,1,36.4,42,0.1,1375.92
10406,QUEEN,1/7/1997 0:00,1997,1,15.2,5,0.1,68.4
10406,QUEEN,1/7/1997 0:00,1997,1,14.7,2,0.1,26.46
10407,OTTIK,1/7/1997 0:00,1997,1,16.8,30,0,504
10407,OTTIK,1/7/1997 0:00,1997,1,28.8,15,0,432
10407,OTTIK,1/7/1997 0:00,1997,1,17.2,15,0,258
10408,FOLIG,1/8/1997 0:00,1997,1,20.8,10,0,208
10408,FOLIG,1/8/1997 0:00,1997,1,5.9,6,0,35.4
10408,FOLIG,1/8/1997 0:00,1997,1,39.4,35,0,1379
10409,OCEAN,1/9/1997 0:00,1997,1,18.6,12,0,223.2
10409,OCEAN,1/9/1997 0:00,1997,1,8,12,0,96
10410,BOTTM,1/10/1997 0:00,1997,1,2,49,0,98
10410,BOTTM,1/10/1997 0:00,1997,1,44,16,0,704
10411,BOTTM,1/10/1997 0:00,1997,1,7.7,25,0.2,154
10411,BOTTM,1/10/1997 0:00,1997,1,15.5,40,0.2,496
10411,BOTTM,1/10/1997 0:00,1997,1,44,9,0.2,316.8
10412,WARTH,1/13/1997 0:00,1997,1,18.6,20,0.1,334.8
10413,LAMAI,1/14/1997 0:00,1997,1,14.4,24,0,345.6
10413,LAMAI,1/14/1997 0:00,1997,1,39.4,40,0,1576
10413,LAMAI,1/14/1997 0:00,1997,1,14.4,14,0,201.6
10414,FAMIA,1/14/1997 0:00,1997,1,7.3,18,0.05,124.83
10414,FAMIA,1/14/1997 0:00,1997,1,2,50,0,100
10415,HUNGC,1/15/1997 0:00,1997,1,31.2,2,0,62.4
10415,HUNGC,1/15/1997 0:00,1997,1,2,20,0,40
10416,WARTH,1/16/1997 0:00,1997,1,7.3,20,0,146
10416,WARTH,1/16/1997 0:00,1997,1,26.2,10,0,262
10416,WARTH,1/16/1997 0:00,1997,1,15.6,20,0,312
10417,SIMOB,1/16/1997 0:00,1997,1,210.8,50,0,10540
10417,SIMOB,1/16/1997 0:00,1997,1,9.6,2,0.25,14.4
10417,SIMOB,1/16/1997 0:00,1997,1,10,36,0.25,270
10417,SIMOB,1/16/1997 0:00,1997,1,10.4,35,0,364
10418,QUICK,1/17/1997 0:00,1997,1,15.2,60,0,912
10418,QUICK,1/17/1997 0:00,1997,1,7.6,55,0,418
10418,QUICK,1/17/1997 0:00,1997,1,22.8,16,0,364.8
10418,QUICK,1/17/1997 0:00,1997,1,8,15,0,120
10419,RICSU,1/20/1997 0:00,1997,1,27.2,60,0.05,1550.4
10419,RICSU,1/20/1997 0:00,1997,1,28.8,20,0.05,547.2
10420,WELLI,1/21/1997 0:00,1997,1,77.6,20,0.1,1396.8
10420,WELLI,1/21/1997 0:00,1997,1,4.8,2,0.1,8.64
10420,WELLI,1/21/1997 0:00,1997,1,12,8,0.1,86.4
10420,WELLI,1/21/1997 0:00,1997,1,12,20,0.1,216
10421,QUEDE,1/21/1997 0:00,1997,1,7.3,4,0.15,24.82
10421,QUEDE,1/21/1997 0:00,1997,1,24.9,30,0,747
10421,QUEDE,1/21/1997 0:00,1997,1,26.2,15,0.15,334.05
10421,QUEDE,1/21/1997 0:00,1997,1,10.4,10,0.15,88.4
10422,FRANS,1/22/1997 0:00,1997,1,24.9,2,0,49.8
10423,GOURL,1/23/1997 0:00,1997,1,10,14,0,140
10423,GOURL,1/23/1997 0:00,1997,1,44,20,0,880
10424,MEREP,1/23/1997 0:00,1997,1,14.4,60,0.2,691.2
10424,MEREP,1/23/1997 0:00,1997,1,210.8,49,0.2,8263.36
10424,MEREP,1/23/1997 0:00,1997,1,10,30,0.2,240
10425,LAMAI,1/24/1997 0:00,1997,1,19.2,10,0.25,144
10425,LAMAI,1/24/1997 0:00,1997,1,14.4,20,0.25,216
10426,GALED,1/27/1997 0:00,1997,1,30.4,5,0,152
10426,GALED,1/27/1997 0:00,1997,1,26.6,7,0,186.2
10427,PICCO,1/27/1997 0:00,1997,1,18.6,35,0,651
10428,REGGC,1/28/1997 0:00,1997,1,9.6,20,0,192
10429,HUNGO,1/29/1997 0:00,1997,1,13,40,0,520
10429,HUNGO,1/29/1997 0:00,1997,1,35.1,35,0.25,921.38
10430,ERNSH,1/30/1997 0:00,1997,1,31.2,45,0.2,1123.2
10430,ERNSH,1/30/1997 0:00,1997,1,8,50,0,400
10430,ERNSH,1/30/1997 0:00,1997,1,30.4,30,0,912
10430,ERNSH,1/30/1997 0:00,1997,1,44,70,0.2,2464
10431,BOTTM,1/30/1997 0:00,1997,1,31.2,50,0.25,1170
10431,BOTTM,1/30/1997 0:00,1997,1,14.7,50,0.25,551.25
10431,BOTTM,1/30/1997 0:00,1997,1,7.6,30,0.25,171
10432,SPLIR,1/31/1997 0:00,1997,1,24.9,10,0,249
10432,SPLIR,1/31/1997 0:00,1997,1,5.9,40,0,236
10433,PRINI,2/3/1997 0:00,1997,1,30.4,28,0,851.2
10434,FOLKO,2/3/1997 0:00,1997,1,16.8,6,0,100.8
10434,FOLKO,2/3/1997 0:00,1997,1,14.4,18,0.15,220.32
10435,CONSH,2/4/1997 0:00,1997,1,15.2,10,0,152
10435,CONSH,2/4/1997 0:00,1997,1,16.8,12,0,201.6
10435,CONSH,2/4/1997 0:00,1997,1,27.8,10,0,278
10436,BLONP,2/5/1997 0:00,1997,1,9.6,5,0,48
10436,BLONP,2/5/1997 0:00,1997,1,30.4,40,0.1,1094.4
10436,BLONP,2/5/1997 0:00,1997,1,26.6,30,0.1,718.2
10436,BLONP,2/5/1997 0:00,1997,1,6.2,24,0.1,133.92
10437,WARTH,2/5/1997 0:00,1997,1,26.2,15,0,393
10438,TOMSP,2/6/1997 0:00,1997,1,7.3,15,0.2,87.6
10438,TOMSP,2/6/1997 0:00,1997,1,11.2,20,0.2,179.2
10438,TOMSP,2/6/1997 0:00,1997,1,15.6,15,0.2,187.2
10439,MEREP,2/7/1997 0:00,1997,1,30.4,15,0,456
10439,MEREP,2/7/1997 0:00,1997,1,13.9,16,0,222.4
10439,MEREP,2/7/1997 0:00,1997,1,26.6,6,0,159.6
10439,MEREP,2/7/1997 0:00,1997,1,8,30,0,240
10440,SAVEA,2/10/1997 0:00,1997,1,15.2,45,0.15,581.4
10440,SAVEA,2/10/1997 0:00,1997,1,13.9,49,0.15,578.94
10440,SAVEA,2/10/1997 0:00,1997,1,99,24,0.15,2019.6
10440,SAVEA,2/10/1997 0:00,1997,1,22.8,90,0.15,1744.2
10441,OLDWO,2/10/1997 0:00,1997,1,35.1,50,0,1755
10442,ERNSH,2/11/1997 0:00,1997,1,16.8,30,0,504
10442,ERNSH,2/11/1997 0:00,1997,1,5.9,80,0,472
10442,ERNSH,2/11/1997 0:00,1997,1,13.6,60,0,816
10443,REGGC,2/12/1997 0:00,1997,1,16.8,6,0.2,80.64
10443,REGGC,2/12/1997 0:00,1997,1,36.4,12,0,436.8
10444,BERGS,2/12/1997 0:00,1997,1,31.2,10,0,312
10444,BERGS,2/12/1997 0:00,1997,1,24.9,15,0,373.5
10444,BERGS,2/12/1997 0:00,1997,1,14.4,8,0,115.2
10444,BERGS,2/12/1997 0:00,1997,1,7.7,30,0,231
10445,BERGS,2/13/1997 0:00,1997,1,14.4,6,0,86.4
10445,BERGS,2/13/1997 0:00,1997,1,5.9,15,0,88.5
10446,TOMSP,2/14/1997 0:00,1997,1,7.3,12,0.1,78.84
10446,TOMSP,2/14/1997 0:00,1997,1,3.6,20,0.1,64.8
10446,TOMSP,2/14/1997 0:00,1997,1,10,3,0.1,27
10446,TOMSP,2/14/1997 0:00,1997,1,5.6,15,0.1,75.6
10447,RICAR,2/14/1997 0:00,1997,1,7.3,40,0,292
10447,RICAR,2/14/1997 0:00,1997,1,16.8,35,0,588
10447,RICAR,2/14/1997 0:00,1997,1,17.2,2,0,34.4
10448,RANCH,2/17/1997 0:00,1997,1,24.9,6,0,149.4
10448,RANCH,2/17/1997 0:00,1997,1,14.7,20,0,294
10449,BLONP,2/18/1997 0:00,1997,1,24.8,14,0,347.2
10449,BLONP,2/18/1997 0:00,1997,1,5.6,20,0,112
10449,BLONP,2/18/1997 0:00,1997,1,39.4,35,0,1379
10450,VICTE,2/19/1997 0:00,1997,1,24.8,20,0.2,396.8
10450,VICTE,2/19/1997 0:00,1997,1,5.9,6,0.2,28.32
10451,QUICK,2/19/1997 0:00,1997,1,19.2,120,0.1,2073.6
10451,QUICK,2/19/1997 0:00,1997,1,26.6,35,0.1,837.9
10451,QUICK,2/19/1997 0:00,1997,1,16.8,28,0.1,423.36
10451,QUICK,2/19/1997 0:00,1997,1,10.4,55,0.1,514.8
10452,SAVEA,2/20/1997 0:00,1997,1,36.4,15,0,546
10452,SAVEA,2/20/1997 0:00,1997,1,15.5,100,0.05,1472.5
10453,AROUT,2/21/1997 0:00,1997,1,10.2,15,0.1,137.7
10453,AROUT,2/21/1997 0:00,1997,1,12,25,0.1,270
10454,LAMAI,2/21/1997 0:00,1997,1,13.9,20,0.2,222.4
10454,LAMAI,2/21/1997 0:00,1997,1,2,20,0.2,32
10454,LAMAI,2/21/1997 0:00,1997,1,9.6,10,0.2,76.8
10455,WARTH,2/24/1997 0:00,1997,1,14.4,20,0,288
10455,WARTH,2/24/1997 0:00,1997,1,26.2,50,0,1310
10455,WARTH,2/24/1997 0:00,1997,1,22.8,25,0,570
10455,WARTH,2/24/1997 0:00,1997,1,17.2,30,0,516
10456,KOENE,2/25/1997 0:00,1997,1,8,40,0.15,272
10456,KOENE,2/25/1997 0:00,1997,1,16,21,0.15,285.6
10457,KOENE,2/25/1997 0:00,1997,1,44,36,0,1584
10458,SUPRD,2/26/1997 0:00,1997,1,24.9,30,0,747
10458,SUPRD,2/26/1997 0:00,1997,1,36.4,30,0,1092
10458,SUPRD,2/26/1997 0:00,1997,1,36.8,20,0,736
10458,SUPRD,2/26/1997 0:00,1997,1,30.4,15,0,456
10458,SUPRD,2/26/1997 0:00,1997,1,17.2,50,0,860
10459,VICTE,2/27/1997 0:00,1997,1,24,16,0.05,364.8
10459,VICTE,2/27/1997 0:00,1997,1,9.6,20,0.05,182.4
10459,VICTE,2/27/1997 0:00,1997,1,27.8,40,0,1112
10460,FOLKO,2/28/1997 0:00,1997,1,10,21,0.25,157.5
10460,FOLKO,2/28/1997 0:00,1997,1,6.2,4,0.25,18.6
10461,LILAS,2/28/1997 0:00,1997,1,8,40,0.25,240
10461,LILAS,2/28/1997 0:00,1997,1,20.7,28,0.25,434.7
10461,LILAS,2/28/1997 0:00,1997,1,19.2,60,0.25,864
10462,CONSH,3/3/1997 0:00,1997,1,4.8,1,0,4.8
10462,CONSH,3/3/1997 0:00,1997,1,7.2,21,0,151.2
10463,SUPRD,3/4/1997 0:00,1997,1,7.3,21,0,153.3
10463,SUPRD,3/4/1997 0:00,1997,1,11.2,50,0,560
10464,FURIB,3/4/1997 0:00,1997,1,17.6,16,0.2,225.28
10464,FURIB,3/4/1997 0:00,1997,1,36.8,3,0,110.4
10464,FURIB,3/4/1997 0:00,1997,1,30.4,30,0.2,729.6
10464,FURIB,3/4/1997 0:00,1997,1,27.2,20,0,544
10465,VAFFE,3/5/1997 0:00,1997,1,3.6,25,0,90
10465,VAFFE,3/5/1997 0:00,1997,1,99,18,0.1,1603.8
10465,VAFFE,3/5/1997 0:00,1997,1,14.7,20,0,294
10465,VAFFE,3/5/1997 0:00,1997,1,7.6,30,0.1,205.2
10465,VAFFE,3/5/1997 0:00,1997,1,13,25,0,325
10466,COMMI,3/6/1997 0:00,1997,1,16.8,10,0,168
10466,COMMI,3/6/1997 0:00,1997,1,9.6,5,0,48
10467,MAGAA,3/6/1997 0:00,1997,1,3.6,28,0,100.8
10467,MAGAA,3/6/1997 0:00,1997,1,11.2,12,0,134.4
10468,KOENE,3/7/1997 0:00,1997,1,20.7,8,0,165.6
10468,KOENE,3/7/1997 0:00,1997,1,36.8,15,0,552
10469,WHITC,3/10/1997 0:00,1997,1,15.2,40,0.15,516.8
10469,WHITC,3/10/1997 0:00,1997,1,13.9,35,0.15,413.52
10469,WHITC,3/10/1997 0:00,1997,1,15.5,2,0.15,26.35
10470,BONAP,3/11/1997 0:00,1997,1,50,30,0,1500
10470,BONAP,3/11/1997 0:00,1997,1,7.2,15,0,108
10470,BONAP,3/11/1997 0:00,1997,1,26.6,8,0,212.8
10471,BSBEV,3/11/1997 0:00,1997,1,24,30,0,720
10471,BSBEV,3/11/1997 0:00,1997,1,30.4,20,0,608
10472,SEVES,3/12/1997 0:00,1997,1,3.6,80,0.05,273.6
10472,SEVES,3/12/1997 0:00,1997,1,42.4,18,0,763.2
10473,ISLAT,3/13/1997 0:00,1997,1,2,12,0,24
10473,ISLAT,3/13/1997 0:00,1997,1,17.2,12,0,206.4
10474,PERIC,3/13/1997 0:00,1997,1,18.6,12,0,223.2
10474,PERIC,3/13/1997 0:00,1997,1,36.4,18,0,655.2
10474,PERIC,3/13/1997 0:00,1997,1,14.7,21,0,308.7
10474,PERIC,3/13/1997 0:00,1997,1,6.2,10,0,62
10475,SUPRD,3/14/1997 0:00,1997,1,10,35,0.15,297.5
10475,SUPRD,3/14/1997 0:00,1997,1,13.6,60,0.15,693.6
10475,SUPRD,3/14/1997 0:00,1997,1,14.4,42,0.15,514.08
10476,HILAA,3/17/1997 0:00,1997,1,19.2,2,0.05,36.48
10476,HILAA,3/17/1997 0:00,1997,1,12,12,0,144
10477,PRINI,3/17/1997 0:00,1997,1,14.4,15,0,216
10477,PRINI,3/17/1997 0:00,1997,1,8,21,0.25,126
10477,PRINI,3/17/1997 0:00,1997,1,14.4,20,0.25,216
10478,VICTE,3/18/1997 0:00,1997,1,24.8,20,0.05,471.2
10479,RATTC,3/19/1997 0:00,1997,1,210.8,30,0,6324
10479,RATTC,3/19/1997 0:00,1997,1,26.2,28,0,733.6
10479,RATTC,3/19/1997 0:00,1997,1,44,60,0,2640
10479,RATTC,3/19/1997 0:00,1997,1,26.6,30,0,798
10480,FOLIG,3/20/1997 0:00,1997,1,7.6,30,0,228
10480,FOLIG,3/20/1997 0:00,1997,1,44,12,0,528
10481,RICAR,3/20/1997 0:00,1997,1,16,24,0,384
10481,RICAR,3/20/1997 0:00,1997,1,27.2,40,0,1088
10482,LAZYK,3/21/1997 0:00,1997,1,14.7,10,0,147
10483,WHITC,3/24/1997 0:00,1997,1,11.2,35,0.05,372.4
10483,WHITC,3/24/1997 0:00,1997,1,10.4,30,0.05,296.4
10484,BSBEV,3/24/1997 0:00,1997,1,8,14,0,112
10484,BSBEV,3/24/1997 0:00,1997,1,14.7,10,0,147
10484,BSBEV,3/24/1997 0:00,1997,1,42.4,3,0,127.2
10485,LINOD,3/25/1997 0:00,1997,1,15.2,20,0.1,273.6
10485,LINOD,3/25/1997 0:00,1997,1,8,20,0.1,144
10485,LINOD,3/25/1997 0:00,1997,1,19.2,30,0.1,518.4
10485,LINOD,3/25/1997 0:00,1997,1,12,60,0.1,648
10486,HILAA,3/26/1997 0:00,1997,1,16.8,5,0,84
10486,HILAA,3/26/1997 0:00,1997,1,42.4,25,0,1060
10486,HILAA,3/26/1997 0:00,1997,1,8,16,0,128
10487,QUEEN,3/26/1997 0:00,1997,1,7.3,5,0,36.5
10487,QUEEN,3/26/1997 0:00,1997,1,24.9,30,0,747
10487,QUEEN,3/26/1997 0:00,1997,1,5.9,24,0.25,106.2
10488,FRANK,3/27/1997 0:00,1997,1,44,30,0,1320
10488,FRANK,3/27/1997 0:00,1997,1,12,20,0.2,192
10489,PICCO,3/28/1997 0:00,1997,1,16.8,15,0.25,189
10489,PICCO,3/28/1997 0:00,1997,1,13.9,18,0,250.2
10490,HILAA,3/31/1997 0:00,1997,1,44,60,0,2640
10490,HILAA,3/31/1997 0:00,1997,1,10,30,0,300
10490,HILAA,3/31/1997 0:00,1997,1,6.2,36,0,223.2
10491,FURIB,3/31/1997 0:00,1997,1,15.5,15,0.15,197.63
10491,FURIB,3/31/1997 0:00,1997,1,10.4,7,0.15,61.88
10492,BOTTM,4/1/1997 0:00,1997,2,11.2,60,0.05,638.4
10492,BOTTM,4/1/1997 0:00,1997,2,11.2,20,0.05,212.8
10493,LAMAI,4/2/1997 0:00,1997,2,16.8,15,0.1,226.8
10493,LAMAI,4/2/1997 0:00,1997,2,13.6,10,0.1,122.4
10493,LAMAI,4/2/1997 0:00,1997,2,28.8,10,0.1,259.2
10494,COMMI,4/2/1997 0:00,1997,2,30.4,30,0,912
10495,LAUGB,4/3/1997 0:00,1997,2,7.2,10,0,72
10495,LAUGB,4/3/1997 0:00,1997,2,7.7,20,0,154
10495,LAUGB,4/3/1997 0:00,1997,2,10.4,5,0,52
10496,TRADH,4/4/1997 0:00,1997,2,10,20,0.05,190
10497,LEHMS,4/4/1997 0:00,1997,2,30.4,14,0,425.6
10497,LEHMS,4/4/1997 0:00,1997,2,27.8,25,0,695
10497,LEHMS,4/4/1997 0:00,1997,2,10.4,25,0,260
10498,HILAA,4/7/1997 0:00,1997,2,4.5,14,0,63
10498,HILAA,4/7/1997 0:00,1997,2,18.4,5,0,92
10498,HILAA,4/7/1997 0:00,1997,2,14,30,0,420
10499,LILAS,4/8/1997 0:00,1997,2,45.6,20,0,912
10499,LILAS,4/8/1997 0:00,1997,2,20,25,0,500
10500,LAMAI,4/9/1997 0:00,1997,2,15.5,12,0.05,176.7
10500,LAMAI,4/9/1997 0:00,1997,2,45.6,8,0.05,346.56
10501,BLAUS,4/9/1997 0:00,1997,2,7.45,20,0,149
10502,PERIC,4/10/1997 0:00,1997,2,9.5,21,0,199.5
10502,PERIC,4/10/1997 0:00,1997,2,32.8,6,0,196.8
10502,PERIC,4/10/1997 0:00,1997,2,14,30,0,420
10503,HUNGO,4/11/1997 0:00,1997,2,23.25,70,0,1627.5
10503,HUNGO,4/11/1997 0:00,1997,2,21.05,20,0,421
10504,WHITC,4/11/1997 0:00,1997,2,19,12,0,228
10504,WHITC,4/11/1997 0:00,1997,2,10,12,0,120
10504,WHITC,4/11/1997 0:00,1997,2,32.8,10,0,328
10504,WHITC,4/11/1997 0:00,1997,2,28.5,25,0,712.5
10505,MEREP,4/14/1997 0:00,1997,2,49.3,3,0,147.9
10506,KOENE,4/15/1997 0:00,1997,2,14,18,0.1,226.8
10506,KOENE,4/15/1997 0:00,1997,2,15,14,0.1,189
10507,ANTON,4/15/1997 0:00,1997,2,46,15,0.15,586.5
10507,ANTON,4/15/1997 0:00,1997,2,12.75,15,0.15,162.56
10508,OTTIK,4/16/1997 0:00,1997,2,6,10,0,60
10508,OTTIK,4/16/1997 0:00,1997,2,18,10,0,180
10509,BLAUS,4/17/1997 0:00,1997,2,45.6,3,0,136.8
10510,SAVEA,4/18/1997 0:00,1997,2,123.79,36,0,4456.44
10510,SAVEA,4/18/1997 0:00,1997,2,7.75,36,0.1,251.1
10511,BONAP,4/18/1997 0:00,1997,2,22,50,0.15,935
10511,BONAP,4/18/1997 0:00,1997,2,30,50,0.15,1275
10511,BONAP,4/18/1997 0:00,1997,2,40,10,0.15,340
10512,FAMIA,4/21/1997 0:00,1997,2,4.5,10,0.15,38.25
10512,FAMIA,4/21/1997 0:00,1997,2,12,9,0.15,91.8
10512,FAMIA,4/21/1997 0:00,1997,2,9.5,6,0.15,48.45
10512,FAMIA,4/21/1997 0:00,1997,2,34,12,0.15,346.8
10513,WANDK,4/22/1997 0:00,1997,2,10,40,0.2,320
10513,WANDK,4/22/1997 0:00,1997,2,32,50,0.2,1280
10513,WANDK,4/22/1997 0:00,1997,2,28.5,15,0.2,342
10514,ERNSH,4/22/1997 0:00,1997,2,81,39,0,3159
10514,ERNSH,4/22/1997 0:00,1997,2,45.6,35,0,1596
10514,ERNSH,4/22/1997 0:00,1997,2,38,70,0,2660
10514,ERNSH,4/22/1997 0:00,1997,2,21.05,39,0,820.95
10514,ERNSH,4/22/1997 0:00,1997,2,7.75,50,0,387.5
10515,QUICK,4/23/1997 0:00,1997,2,97,16,0.15,1319.2
10515,QUICK,4/23/1997 0:00,1997,2,17.45,50,0,872.5
10515,QUICK,4/23/1997 0:00,1997,2,43.9,120,0,5268
10515,QUICK,4/23/1997 0:00,1997,2,2.5,16,0.15,34
10515,QUICK,4/23/1997 0:00,1997,2,34,84,0.15,2427.6
10516,HUNGO,4/24/1997 0:00,1997,2,62.5,25,0.1,1406.25
10516,HUNGO,4/24/1997 0:00,1997,2,9.65,80,0.1,694.8
10516,HUNGO,4/24/1997 0:00,1997,2,14,20,0,280
10517,NORTS,4/24/1997 0:00,1997,2,7,6,0,42
10517,NORTS,4/24/1997 0:00,1997,2,55,4,0,220
10517,NORTS,4/24/1997 0:00,1997,2,15,6,0,90
10518,TORTU,4/25/1997 0:00,1997,2,4.5,5,0,22.5
10518,TORTU,4/25/1997 0:00,1997,2,263.5,15,0,3952.5
10518,TORTU,4/25/1997 0:00,1997,2,19.45,9,0,175.05
10519,CHOPS,4/28/1997 0:00,1997,2,31,16,0.05,471.2
10519,CHOPS,4/28/1997 0:00,1997,2,38,40,0,1520
10519,CHOPS,4/28/1997 0:00,1997,2,34,10,0.05,323
10520,SANTG,4/29/1997 0:00,1997,2,4.5,8,0,36
10520,SANTG,4/29/1997 0:00,1997,2,32.8,5,0,164
10521,CACTU,4/29/1997 0:00,1997,2,18,3,0,54
10521,CACTU,4/29/1997 0:00,1997,2,9.65,10,0,96.5
10521,CACTU,4/29/1997 0:00,1997,2,12.5,6,0,75
10522,LEHMS,4/30/1997 0:00,1997,2,18,40,0.2,576
10522,LEHMS,4/30/1997 0:00,1997,2,40,24,0,960
10522,LEHMS,4/30/1997 0:00,1997,2,25.89,20,0.2,414.24
10522,LEHMS,4/30/1997 0:00,1997,2,18.4,25,0.2,368
10523,SEVES,5/1/1997 0:00,1997,2,39,25,0.1,877.5
10523,SEVES,5/1/1997 0:00,1997,2,81,15,0.1,1093.5
10523,SEVES,5/1/1997 0:00,1997,2,26,18,0.1,421.2
10523,SEVES,5/1/1997 0:00,1997,2,9.65,6,0.1,52.11
10524,BERGS,5/1/1997 0:00,1997,2,31,2,0,62
10524,BERGS,5/1/1997 0:00,1997,2,25.89,10,0,258.9
10524,BERGS,5/1/1997 0:00,1997,2,46,60,0,2760
10524,BERGS,5/1/1997 0:00,1997,2,7.45,15,0,111.75
10525,BONAP,5/2/1997 0:00,1997,2,19,30,0,570
10525,BONAP,5/2/1997 0:00,1997,2,18.4,15,0.1,248.4
10526,WARTH,5/5/1997 0:00,1997,2,18,8,0.15,122.4
10526,WARTH,5/5/1997 0:00,1997,2,6,10,0,60
10526,WARTH,5/5/1997 0:00,1997,2,38,30,0.15,969
10527,QUICK,5/5/1997 0:00,1997,2,22,50,0.1,990
10527,QUICK,5/5/1997 0:00,1997,2,19,30,0.1,513
10528,GREAL,5/6/1997 0:00,1997,2,21,3,0,63
10528,GREAL,5/6/1997 0:00,1997,2,2.5,8,0.2,16
10528,GREAL,5/6/1997 0:00,1997,2,34.8,9,0,313.2
10529,MAISD,5/7/1997 0:00,1997,2,24,14,0,336
10529,MAISD,5/7/1997 0:00,1997,2,12.5,20,0,250
10529,MAISD,5/7/1997 0:00,1997,2,36,10,0,360
10530,PICCO,5/8/1997 0:00,1997,2,39,40,0,1560
10530,PICCO,5/8/1997 0:00,1997,2,46,25,0,1150
10530,PICCO,5/8/1997 0:00,1997,2,28.5,20,0,570
10530,PICCO,5/8/1997 0:00,1997,2,18,50,0,900
10531,OCEAN,5/8/1997 0:00,1997,2,55,2,0,110
10532,EASTC,5/9/1997 0:00,1997,2,25.89,15,0,388.35
10532,EASTC,5/9/1997 0:00,1997,2,17,24,0,408
10533,FOLKO,5/12/1997 0:00,1997,2,22,50,0.05,1045
10533,FOLKO,5/12/1997 0:00,1997,2,34.8,24,0,835.2
10533,FOLKO,5/12/1997 0:00,1997,2,15,24,0.05,342
10534,LEHMS,5/12/1997 0:00,1997,2,25.89,10,0,258.9
10534,LEHMS,5/12/1997 0:00,1997,2,18.4,10,0.2,147.2
10534,LEHMS,5/12/1997 0:00,1997,2,7.45,10,0.2,59.6
10535,ANTON,5/13/1997 0:00,1997,2,21,50,0.1,945
10535,ANTON,5/13/1997 0:00,1997,2,18.4,10,0.1,165.6
10535,ANTON,5/13/1997 0:00,1997,2,19.5,5,0.1,87.75
10535,ANTON,5/13/1997 0:00,1997,2,55,15,0.1,742.5
10536,LEHMS,5/14/1997 0:00,1997,2,38,15,0.25,427.5
10536,LEHMS,5/14/1997 0:00,1997,2,12.5,20,0,250
10536,LEHMS,5/14/1997 0:00,1997,2,2.5,30,0,75
10536,LEHMS,5/14/1997 0:00,1997,2,34,35,0.25,892.5
10537,RICSU,5/14/1997 0:00,1997,2,12.5,30,0,375
10537,RICSU,5/14/1997 0:00,1997,2,53,6,0,318
10537,RICSU,5/14/1997 0:00,1997,2,13.25,20,0,265
10537,RICSU,5/14/1997 0:00,1997,2,34.8,21,0,730.8
10537,RICSU,5/14/1997 0:00,1997,2,15,9,0,135
10538,BSBEV,5/15/1997 0:00,1997,2,15,7,0,105
10538,BSBEV,5/15/1997 0:00,1997,2,34.8,1,0,34.8
10539,BSBEV,5/16/1997 0:00,1997,2,6,8,0,48
10539,BSBEV,5/16/1997 0:00,1997,2,10,15,0,150
